ID,Unnamed: 0,Date,city,race_n_time,Racer,Racer_1,LAST_RACER_SAME_AS_CURRENT_RACER,LAST_RACER_SAME_AS_CURRENT_RACER_BINARY,Yas,Speed_in_Secs,GANYAN_TRANS,GANYAN_TRANS_INT,RANK,AG_Percentage,AG_RANK_AMONG_GROUP,AG_RANKING_Score_Normalized,Ranking_Score_Normalized,First_Position_Percentage,Second_Position_Percentage,Third_Position_Percentage,Fourth_Position_Percentage,TOP_THREE_RACER_PERCENTAGE,RANK_LATEST_1ST,RANK_LATEST_2ND,RANK_LATEST_3RD,RANK_LATEST_4TH,RANK_LATEST_5TH,TOPLAM_RACES,TOPLAM_1ST,TOPLAM_2ND,TOPLAM_3RD,TOPLAM_4TH,BIRINCILIK_PERCENTAGE,IKINCILIK_PERCENTAGE,UCUNCULUK_PERCENTAGE,DORDUNCULUK_PERCENTAGE,SPEED_LATEST_1ST,SPEED_LATEST_2nd,SPEED_LATEST_3rd,SPEED_LATEST_4th,SPEED_LATEST_5th,RANK.1,Ranking_Score_Normalized.1,kosu,kosu_saati,at_yası,at_ana,at_baba,Mevsim,KG,K,DB,SK,SKG,TS,GKR,AP,YP,TGK,ÖG,KGS,SGKR,DS
DOĞU GÜZELİ(8) KG  K  GKR  ,173140,04/10/2017,İstanbul,8. Koşu:20:30,A.CAN İŞLEYEN,A.CAN İŞLEYEN,True,1,4y a k,150.23,39.95,3995,11,1.0,10,9,9,7,9,8,10,24,11.0,7.0,7.0,15.0,9.0,16,1,0,3,0,6,0,18,0,13.31292018904347,13.0954329677525,14.81143898826478,13.32398316970547,14.58637216086685,11,9,8,20:30,4,a,k,sonbahar,1,1,0,0,0,0,1,0,0,0,0,0,0,0
FLY TIME(6) KG  K  ,173162,04/10/2017,İstanbul,5. Koşu:19:00,D.YILDIZ,S.AKBULAT,False,0,4y d k,102.7,10.85,1085,11,3.0,10,9,9,8,9,10,11,27,8.0,11.0,15.0,1.0,9.0,37,6,1,2,8,16,2,5,21,,13.63193768257059,,17.42919389978214,13.46142079177629,11,9,5,19:00,4,d,k,sonbahar,1,1,0,0,0,0,0,0,0,0,0,0,0,0
LİKAPA(5) KG  ,173196,04/10/2017,Diyarbakır,9. Koşu:17:30,M.DOĞAN,M.DOĞAN,True,1,4y a a,104.79,14.25,1425,14,1.0,14,13,13,8,10,9,11,27,14.0,10.0,11.0,5.0,14.0,24,1,5,2,1,4,20,8,4,11.45147437732608,12.81618887015177,,15.67573619975367,,14,13,9,17:30,4,a,a,sonbahar,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HULUTİ(9) SKG  SK  ,173207,04/10/2017,İstanbul,1. Koşu:16:45,Z.KARABULUT,Z.KARABULUT,True,1,3y a e,98.4,34.6,3460,8,1.0,8,29,36,7,6,6,8,19,8.0,11.0,7.0,14.0,11.0,8,0,0,0,0,0,0,0,0,14.22764227642276,13.48747591522158,14.35063381966037,13.0392263392372,14.16765053128689,8,36,1,16:45,3,a,e,sonbahar,0,0,0,1,1,0,0,0,0,0,0,0,0,0
KAMALI(12) KG  K  DB  GKR  ,173209,01/10/2017,İzmir,9. Koşu:21:00,A.C. İNAN,A.C. İNAN,True,1,4y d a,110.35,50.75,5075,16,1.0,14,13,0,10,9,9,9,28,16.0,8.0,9.0,5.0,5.0,22,1,2,2,1,4,9,9,4,15.40552786588129,15.78991107786919,16.55824955647546,16.71541997492687,14.91248724589907,16,0,9,21:00,4,d,a,sonbahar,1,1,1,0,0,0,1,0,0,0,0,0,0,0
KILIÇKAYA(20) KG  K  ,173211,06/10/2017,İstanbul,9. Koşu:21:00,B.ÇIĞLA,B.ÇIĞLA,True,1,3y a g,122.46,41.75,4175,18,0.0,20,0,10,7,7,9,9,23,18.0,11.0,11.0,8.0,8.0,6,0,0,0,0,0,0,0,0,15.51527029234036,15.49786904300659,15.15464627677895,16.12740651144038,15.89692101740295,18,10,9,21:00,3,a,g,sonbahar,1,1,0,0,0,0,0,0,0,0,0,0,0,0
SAMİHAN(16) DB  SKG  ,173217,04/10/2017,Diyarbakır,9. Koşu:17:30,MEHMET SAV,MEHMET SAV,True,1,4y d a,78.86,39.4,3940,9,1.0,15,6,46,0,0,5,2,5,13.0,9.0,7.0,8.0,14.0,18,1,0,1,1,5,0,5,5,,15.21683996956632,14.32880844645551,14.69952442715089,15.0,9,46,9,17:30,4,d,a,sonbahar,0,0,1,0,1,0,0,0,0,0,0,0,0,0
EASTERN LEGACY(18) KG  DB  SK  BB  ,173224,06/10/2017,İstanbul,9. Koşu:21:00,A.ASLAN,A.ASLAN,True,1,3y d d,120.02,92.6,9260,16,0.0,16,21,21,7,8,8,9,23,16.0,8.0,10.0,10.0,12.0,5,0,0,0,0,0,0,0,0,15.83069488418597,16.06103192130094,15.33123537480836,16.30490166106186,14.42585112521639,16,21,9,21:00,3,d,d,sonbahar,1,0,1,1,0,0,0,0,0,0,0,0,0,0
UÇANBAL(11) KG  DB  ,173238,05/10/2017,Ankara,9. Koşu:17:30,H.ÇANAKÇI,H.ÇANAKÇI,True,1,3y a d,90.59,28.1,2810,9,1.0,11,0,19,10,8,10,12,28,9.0,8.0,10.0,12.0,5.0,6,0,0,0,0,0,0,0,0,14.35036979799095,14.10721483272874,13.01659616010413,14.13261099988223,14.36953658244522,9,19,9,17:30,3,a,d,sonbahar,1,0,1,0,0,0,0,0,0,0,0,0,0,0
GÜVENİLİR BEY(6),173260,04/10/2017,Diyarbakır,8. Koşu:17:00,H.SARIDAL,H.SARIDAL,True,1,3y a e,108.5,22.55,2255,12,1.0,9,46,26,5,6,8,8,19,12.0,8.0,9.0,6.0,,4,0,0,0,0,0,0,0,0,11.05990783410138,8.295577818901155,12.03472878879051,13.59535286120381,,12,26,8,17:00,3,a,e,sonbahar,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SHİLA(11) DB  SKG  SK  ,173269,01/10/2017,İzmir,8. Koşu:20:30,M.AKIN,M.AKIN,True,1,3y k d,96.08,54.35,5435,11,0.0,11,33,33,2,4,5,6,11,11.0,11.0,9.0,,,3,0,0,0,0,0,0,0,0,12.48959200666112,14.17769376181474,12.79239766081871,,,11,33,8,20:30,3,k,d,sonbahar,0,0,1,1,1,0,0,0,0,0,0,0,0,0
CANBOLKAR(3) KG  SK  ,173271,04/10/2017,Diyarbakır,8. Koşu:17:00,H.ALTUNKILIÇ,H.ALTUNKILIÇ,True,1,3y k e,96.08,18.85,1885,9,1.0,8,53,46,10,10,10,10,30,9.0,,,,,1,0,0,0,0,0,0,0,0,12.48959200666112,,,,,9,46,8,17:00,3,k,e,sonbahar,1,0,0,1,0,0,0,0,0,0,0,0,0,0
HEJA LEYLA(4) KG  SK  ,173308,04/10/2017,Diyarbakır,7. Koşu:16:30,H.ŞANLI,H.ŞANLI,True,1,3y k d,99.67,19.7,1970,13,1.0,12,26,19,6,5,6,8,17,13.0,8.0,11.0,1.0,2.0,9,1,2,0,1,11,22,0,11,12.03973111267182,13.0605137135394,11.56515034695451,13.01518438177874,12.94498381877023,13,19,7,16:30,3,k,d,sonbahar,1,0,0,1,0,0,0,0,0,0,0,0,0,0
ALFA(9) KG  K  ,173342,06/10/2017,İstanbul,7. Koşu:20:00,G.YILDIZ,G.YILDIZ,True,1,3y a d,94.36,22.9,2290,9,1.0,9,57,57,7,8,9,10,24,9.0,6.0,1.0,6.0,4.0,5,1,0,0,1,20,0,0,20,13.77702416278084,13.46136587992462,14.68968049944914,13.76191880467905,14.67136150234742,9,57,7,20:00,3,a,d,sonbahar,1,1,0,0,0,0,0,0,0,0,0,0,0,0
KOVBOY(7) KG  SK  ,173370,04/10/2017,Diyarbakır,6. Koşu:16:00,M.ÜNLÜ,M.ÜNLÜ,True,1,4y k a,139.57,9.65,965,14,3.0,11,33,13,9,9,10,10,28,14.0,7.0,12.0,8.0,14.0,21,3,0,0,1,14,0,0,4,12.18026796589525,13.38240214118434,11.2464854732896,12.59445843828715,12.82873636946761,14,13,6,16:00,4,k,a,sonbahar,1,0,0,1,0,0,0,0,0,0,0,0,0,0
ZELİŞ HANIM(10) KG  DB  SK  ,173387,05/10/2017,Ankara,4. Koşu:15:00,M.KESKİN,M.KESKİN,True,1,3y k d,95.52,15.8,1580,10,1.0,8,29,9,8,8,8,9,24,10.0,,,,,1,0,0,0,0,0,0,0,0,13.60971524288107,,,,,10,9,4,15:00,3,k,d,sonbahar,1,0,1,1,0,0,0,0,0,0,0,0,0,0
KAFKASSOYU(12) KG  K  ,173389,04/10/2017,Diyarbakır,6. Koşu:16:00,Y.ERGÜN,Y.ERGÜN,True,1,4y k a,138.89,18.8,1880,13,2.0,12,26,19,5,6,7,9,18,13.0,5.0,13.0,10.0,11.0,18,1,1,2,0,5,5,11,0,12.23990208078335,13.70801919122687,11.64858071240267,12.43781094527363,11.85677021579322,13,19,6,16:00,4,k,a,sonbahar,1,1,0,0,0,0,0,0,0,0,0,0,0,0
KARAMÜHÜR(14) DB  ,173397,04/10/2017,Diyarbakır,6. Koşu:16:00,S.KAPLAN,S.KAPLAN,True,1,4y a a,134.18,12.75,1275,9,1.0,14,13,46,8,8,7,9,23,9.0,12.0,8.0,3.0,5.0,27,1,0,4,0,3,0,14,0,12.66954836786406,13.75137513751375,11.3725211457815,12.16,13.12814528480782,9,46,6,16:00,4,a,a,sonbahar,0,0,1,0,0,0,0,0,0,0,0,0,0,0
KÜÇÜK HABER(7) KG  K  ,173400,05/10/2017,Ankara,4. Koşu:15:00,M.BAYDAN,M.BAYDAN,True,1,3y a d,95.32,17.6,1760,9,1.0,9,19,19,10,12,11,11,33,9.0,8.0,7.0,,,3,0,0,0,0,0,0,0,0,13.6382710868653,13.06823485484925,14.10603032796521,,,9,19,4,15:00,3,a,d,sonbahar,1,1,0,0,0,0,0,0,0,0,0,0,0,0
GÜLSUHANIM(13) SK  ,173404,04/10/2017,Diyarbakır,6. Koşu:16:00,İ.KATAR,İ.KATAR,True,1,4y k k,137.11,27.65,2765,11,1.0,16,0,33,7,7,8,9,22,11.0,10.0,5.0,5.0,8.0,31,1,1,5,7,3,3,16,22,12.39880388009627,11.7460098113729,13.76778338687471,12.87461554967456,12.28920598074691,11,33,6,16:00,4,k,k,sonbahar,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ALKOR(1) KG  ,173432,04/10/2017,Diyarbakır,5. Koşu:15:30,M.P.DEMİR,M.P.DEMİR,True,1,3y a e,102.42,11.1,1110,13,3.0,9,46,19,9,7,8,10,24,13.0,12.0,4.0,,,3,0,0,0,1,0,0,0,33,11.71646162858817,12.27244835344651,13.06878935487704,,,13,19,5,15:30,3,a,e,sonbahar,1,0,0,0,0,0,0,0,0,0,0,0,0,0
QUEEN MELİSA(3) KG  K  ,173436,01/10/2017,İzmir,5. Koşu:19:00,A.OKAN PAZAR,A.OKAN PAZAR,True,1,3y a d,70.92,4.9,490,4,10.0,5,73,80,11,10,12,9,33,4.0,6.0,4.0,1.0,4.0,25,5,3,2,4,20,12,8,16,16.92047377326565,16.25827430031355,16.72455937218577,16.30707476166583,16.60669803487406,4,80,5,19:00,3,a,d,sonbahar,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ŞEF(10) KG  DB  SK  ,173446,04/10/2017,Diyarbakır,5. Koşu:15:30,H.POLAT,H.POLAT,True,1,3y k e,99.55,13.8,1380,12,2.0,11,33,26,7,9,9,10,25,12.0,,,,,1,0,0,0,0,0,0,0,0,12.05424409844299,,,,,12,26,5,15:30,3,k,e,sonbahar,1,0,1,1,0,0,0,0,0,0,0,0,0,0
AVAŞGÜLÜ(11) KG  K  ,173451,04/10/2017,Diyarbakır,5. Koşu:15:30,MEHMET SAV,MEHMET SAV,True,1,3y k d,96.31,34.1,3410,11,1.0,13,19,33,0,0,5,2,5,11.0,12.0,13.0,10.0,14.0,7,0,0,0,0,0,0,0,0,12.45976534108608,12.3634865031939,11.05542452830189,11.2739571589628,10.57921184871727,11,33,5,15:30,3,k,d,sonbahar,1,1,0,0,0,0,0,0,0,0,0,0,0,0
MİNİF REYİS(4) KG  SK  ,173489,04/10/2017,Diyarbakır,4. Koşu:15:00,M.IŞIK,M.IŞIK,True,1,6y k a,140.36,11.8,1180,10,2.0,11,33,40,6,8,7,7,21,10.0,11.0,3.0,11.0,7.0,70,10,6,6,4,14,8,8,5,12.11171273867198,12.54788006868313,13.2013201320132,11.5606936416185,13.40739321968971,10,40,4,15:00,6,k,a,sonbahar,1,0,0,1,0,0,0,0,0,0,0,0,0,0
MAHBİKE(8) KG  K  DB  ,173507,01/10/2017,İzmir,3. Koşu:18:00,O.Ş.İRTİŞ,O.Ş.İRTİŞ,True,1,3y a d,88.53,6.55,655,6,3.0,7,60,66,5,5,7,8,17,6.0,8.0,8.0,8.0,14.0,6,0,0,0,0,0,0,0,0,13.55472721111488,14.06621943302316,13.57312521208008,12.98942289849694,13.67413484800673,6,66,3,18:00,3,a,d,sonbahar,1,1,1,0,0,0,0,0,0,0,0,0,0,0
ÜLGE(10) KG  K  ,173519,01/10/2017,İzmir,3. Koşu:18:00,CEM ŞEN,CEM ŞEN,True,1,3y k d,87.9,8.7,869,4,4.0,6,66,80,7,7,7,8,21,,4.0,8.0,5.0,8.0,10,0,0,0,1,0,0,0,10,14.92166127828898,13.6518771331058,14.86988847583643,14.6644106034969,14.70408038230609,4,80,3,18:00,3,k,d,sonbahar,1,1,0,0,0,0,0,0,0,0,0,0,0,0
HAZAN RÜZGARI(4) K  GKR  ,173533,01/10/2017,İzmir,3. Koşu:18:00,H.ŞİMŞEK,MUH.OK,False,0,3y k d,86.49,3.65,365,1,14.0,2,93,100,7,7,8,9,22,7.0,1.0,5.0,10.0,8.0,9,1,0,0,0,11,0,0,0,,13.87443635102324,13.71742112482853,14.02032947774273,13.54248956099763,1,100,3,18:00,3,k,d,sonbahar,0,1,0,0,0,0,1,0,0,0,0,0,0,0
HİTİTLİ(4) KG  DB  ,173569,01/10/2017,İzmir,1. Koşu:16:45,ALP.OLUK,ALP.OLUK,True,1,3y a d,91.15,12.3,1230,8,3.0,7,60,53,11,9,11,10,31,8.0,9.0,7.0,,,3,0,0,0,0,0,0,0,0,13.16511245200219,14.57725947521866,14.23656424249614,,,8,53,1,16:45,3,a,d,sonbahar,1,0,1,0,0,0,0,0,0,0,0,0,0,0
ACARKAN(1) KG  K  ,173578,04/10/2017,Diyarbakır,1. Koşu:13:30,F.YARDIMCI,F.YARDIMCI,True,1,3y a e,102.79,4.5,450,11,8.0,3,86,33,12,10,10,9,32,11.0,14.0,5.0,,,3,0,0,0,0,0,0,0,0,11.67428738204105,11.73479366321142,13.00236406619385,,,11,33,1,13:30,3,a,e,sonbahar,1,1,0,0,0,0,0,0,0,0,0,0,0,0
YÜZYIL(10) KG  K  ,173585,04/10/2017,Diyarbakır,1. Koşu:13:30,M.F.ASLAN,M.F.ASLAN,True,1,3y k e,98.87,26.35,2635,9,1.0,12,26,46,8,9,8,10,25,9.0,14.0,8.0,,,3,0,0,0,0,0,0,0,0,12.13714979265702,11.828486939379,12.16141514648977,,,9,46,1,13:30,3,k,e,sonbahar,1,1,0,0,0,0,0,0,0,0,0,0,0,0
BELEGORSK(12) (GB) KG  DB  SK  ,173598,05/10/2017,İzmir,8. Koşu:21:00,S.ÖZEN,S.ÖZEN,True,1,4y d a,72.52,52.85,5285,10,1.0,14,12,40,9,10,11,10,30,10.0,7.0,12.0,12.0,13.0,22,1,2,1,1,4,9,4,4,16.54715940430226,16.33986928104575,16.04216798441618,15.77810994851353,16.44543639140139,10,40,8,21:00,4,d,a,sonbahar,1,0,1,1,0,0,0,0,0,0,0,0,0,0
RUHİ BABA(11) KG  K  DB    ,173646,05/10/2017,İzmir,4. Koşu:19:00,D.PALAUR,D.PALAUR,True,1,5y a a,100.22,7.45,745,16,1.0,4,75,0,9,8,9,9,26,16.0,15.0,12.0,12.0,5.0,22,1,0,0,2,4,0,0,9,13.96926761125524,13.82716049382716,13.77681558748278,12.94259036701488,13.35737661123355,16,0,4,19:00,5,a,a,sonbahar,1,1,1,0,0,0,0,0,0,0,0,0,0,0
İLKSEN(2) DB  ,173650,05/10/2017,İzmir,4. Koşu:19:00,U.BARLIK,M.B.SAKALLILAR,False,0,9y k k,96.34,12.8,1280,8,2.0,11,31,53,10,8,10,9,28,,,8.0,9.0,9.0,115,14,3,11,10,12,2,9,8,14.26703126857686,14.08167370750352,14.53186630682998,14.85205072546555,14.5172997822405,8,53,4,19:00,9,k,k,sonbahar,0,0,1,0,0,0,0,0,0,0,0,0,0,0
GÜLGÜNKIZ(8) KG  DB  ,173659,05/10/2017,İzmir,3. Koşu:18:30,H.KAPLAN,H.KAPLAN,True,1,3y a d,79.57,12.0,1200,6,3.0,10,37,66,10,10,9,10,29,6.0,3.0,9.0,1.0,3.0,11,1,0,4,1,9,0,36,9,15.08106070126932,15.06780512305374,13.03052866716307,14.83171705647461,15.04136375031336,6,66,3,18:30,3,a,d,sonbahar,1,0,1,0,0,0,0,0,0,0,0,0,0,0
GÜNERBEY(6) KG  ,173667,06/10/2017,Bursa,6. Koşu:17:30,GÖKH.GÖKÇE,GÖKH.GÖKÇE,True,1,3y k e,86.38,5.05,505,8,7.0,5,66,41,10,11,11,11,32,8.0,11.0,9.0,1.0,5.0,6,1,0,0,0,16,0,0,0,13.89210465385506,14.38503955885879,14.00070003500175,14.81115773882992,14.47701773434672,8,41,6,17:30,3,k,e,sonbahar,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ERVA SULTAN(9) KG  DB  SK  ,173669,05/10/2017,İzmir,1. Koşu:17:15,G.KILIÇ,G.KILIÇ,True,1,4y a k,147.42,34.1,3410,9,,0,100,46,10,10,10,10,30,9.0,12.0,11.0,8.0,9.0,18,1,1,0,1,5,5,0,5,12.88834622167956,14.20242188667962,12.85016705217168,13.33555592598766,14.62701121404193,9,46,1,17:15,4,a,k,sonbahar,1,0,1,1,0,0,0,0,0,0,0,0,0,0
AY VAKTİ(11) KG  ,173709,06/10/2017,Bursa,4. Koşu:16:30,O.GÖKÇE,O.GÖKÇE,True,1,4y a a,165.93,29.2,2920,10,0.0,11,16,25,9,11,9,10,29,10.0,15.0,7.0,7.0,,4,0,0,0,0,0,0,0,0,12.05327547761104,13.77884946606958,12.47738474015846,14.24704373842428,,10,25,4,16:30,4,a,a,sonbahar,1,0,0,0,0,0,0,0,0,0,0,0,0,0
EŞİYOK(8) KG  K  SGKR  ,173741,30/09/2017,Ankara,9. Koşu:17:00,V.YÜCEL,V.YÜCEL,True,1,3y d d,119.66,9.35,935,6,1.0,9,27,58,7,8,9,10,24,6.0,5.0,10.0,7.0,14.0,17,1,2,1,1,5,11,5,5,15.87832191208424,15.99857790418629,17.10863986313088,15.70563159075611,15.70680628272251,6,58,9,17:00,3,d,d,sonbahar,1,1,0,0,0,0,0,0,0,0,0,0,1,0
DOĞANKAAN(13) KG  DB  SK  ,173755,30/09/2017,Adana,8. Koşu:21:00,SER.ÇELİK,SER.ÇELİK,True,1,4y k a,83.63,40.35,4035,13,1.0,13,0,0,2,4,3,3,9,13.0,13.0,12.0,12.0,9.0,20,1,0,2,0,5,0,10,0,14.34891785244529,13.74664925424428,13.4247156079983,14.19558359621451,14.92722975494464,13,0,8,21:00,4,k,a,sonbahar,1,0,1,1,0,0,0,0,0,0,0,0,0,0
GRAND FORTUNE(11) K  ,173787,30/09/2017,Adana,7. Koşu:20:30,A.KAÇMAZ,A.KAÇMAZ,True,1,3y d e,146.86,35.7,3570,9,1.0,11,15,33,9,10,11,10,30,9.0,18.0,10.0,3.0,,4,0,0,1,0,0,0,25,0,14.29933269780743,15.3727901614143,16.08147949611364,15.43026706231454,,9,33,7,20:30,3,d,e,sonbahar,0,1,0,0,0,0,0,0,0,0,0,0,0,0
FIRST QUEEN(7) KG  SK  ,173792,30/09/2017,Adana,7. Koşu:20:30,İ.GÖÇER,İ.GÖÇER,True,1,3y d d,156.0,27.3,2730,11,1.0,10,23,16,8,7,8,8,23,11.0,10.0,8.0,8.0,13.0,15,2,1,2,0,13,6,13,0,13.46153846153846,13.47436502054841,13.74664925424428,13.82823871906841,16.41073731098347,11,16,7,20:30,3,d,d,sonbahar,1,0,0,1,0,0,0,0,0,0,0,0,0,0
OLIMPIC HERO(5) KG  DB  GKR  ,173803,30/09/2017,Adana,7. Koşu:20:30,B.KILINÇ,B.KILINÇ,True,1,5y a a,140.73,2.2,220,3,14.0,2,84,83,11,12,11,10,34,3.0,8.0,2.0,7.0,4.0,51,3,12,3,6,5,23,5,11,14.92219143039864,15.98345242572396,14.71955376510691,15.27961699093409,14.87763148106821,3,83,7,20:30,5,a,a,sonbahar,1,0,1,0,0,0,1,0,0,0,0,0,0,0
ALİ RUHİ(12) KG  SK  ,173919,10/10/2017,Kocaeli,9. Koşu:21:00,G.YILDIZ,G.YILDIZ,True,1,7y k a,107.77,12.65,1265,14,1.0,15,6,13,7,8,9,10,24,14.0,13.0,16.0,7.0,13.0,58,5,4,2,6,8,6,3,10,13.91853020321054,12.41262167635722,12.97297297297297,13.39726413763926,14.50852375770766,14,13,9,21:00,7,k,a,sonbahar,1,0,0,1,0,0,0,0,0,0,0,0,0,0
DECOLTE(7) SK  BB  ,173961,10/10/2017,Kocaeli,7. Koşu:20:00,S.ÖZEN,S.ÖZEN,True,1,6y a k,94.23,8.05,805,7,4.0,7,60,60,9,10,11,10,30,7.0,7.0,5.0,6.0,6.0,61,8,7,7,7,13,11,11,11,15.91849729385546,15.79279848389134,15.74142092559555,15.19295047098147,14.69291801351748,7,60,7,20:00,6,a,k,sonbahar,0,0,0,1,0,0,0,0,0,0,0,0,0,0
LINDORA(10) KG  K  ,173969,10/10/2017,Diyarbakır,6. Koşu:16:00,H.DEMİRTAŞ,H.DEMİRTAŞ,True,1,4y d k,82.64,11.75,1175,13,2.0,7,60,19,6,8,7,8,21,13.0,10.0,5.0,9.0,14.0,34,5,3,4,2,14,8,11,5,14.52081316553727,15.03508185766789,14.76014760147602,15.26051885764116,15.9890360895386,13,19,6,16:00,4,d,k,sonbahar,1,1,0,0,0,0,0,0,0,0,0,0,0,0
BIXI(12) KG  DB  SK  ,173976,10/10/2017,Diyarbakır,6. Koşu:16:00,C.TEPE,C.TEPE,True,1,3y d d,79.17,5.85,585,9,2.0,8,53,46,8,8,7,8,23,9.0,7.0,10.0,6.0,9.0,36,1,4,5,4,2,11,13,11,15.15725653656688,14.12429378531074,13.65334866340903,14.11608403221789,13.28950129397776,9,46,6,16:00,3,d,d,sonbahar,1,0,1,1,0,0,0,0,0,0,0,0,0,0
MATADOR YAŞAR(11) KG  SK  SGKR  ,174007,10/10/2017,Diyarbakır,5. Koşu:15:30,H.ALTUNKILIÇ,H.ALTUNKILIÇ,True,1,4y a a,146.91,12.35,1235,12,2.0,11,33,26,10,10,10,10,30,12.0,7.0,10.0,4.0,9.0,14,1,2,0,1,7,14,0,7,12.25239942822136,12.86173633440514,13.12048983162038,13.17754546253185,11.97378371565415,12,26,5,15:30,4,a,a,sonbahar,1,0,0,1,0,0,0,0,0,0,0,0,1,0
ESMER EFE(13) KG  DB  ,174026,10/10/2017,Diyarbakır,5. Koşu:15:30,M.ÜNLÜ,M.ÜNLÜ,True,1,5y a a,138.81,5.65,565,7,6.0,5,73,60,9,9,10,10,28,7.0,5.0,7.0,6.0,8.0,62,4,8,4,7,6,12,6,11,12.96736546358331,13.03381123974546,12.26091221186856,12.80496023722874,13.22339763534536,7,60,5,15:30,5,a,a,sonbahar,1,0,1,0,0,0,0,0,0,0,0,0,0,0
FLYING HIGH(5) DB  SKG  SK  ,174055,09/10/2017,Bursa,6. Koşu:17:00,R.CİHAN,R.CİHAN,True,1,2y a d,85.91,4.45,445,7,12.0,3,80,57,7,10,11,10,28,7.0,3.0,,,,2,0,0,1,0,0,0,50,0,15.13211500407403,15.37870049980777,,,,7,57,6,17:00,2,a,d,sonbahar,0,0,1,1,1,0,0,0,0,0,0,0,0,0
ŞANLIKAYA(7) KG  DB  SK  ,174108,10/10/2017,Diyarbakır,3. Koşu:14:30,İ.KATAR,İ.KATAR,True,1,4y a k,138.08,10.05,1005,8,3.0,9,46,53,7,7,8,9,22,8.0,5.0,1.0,3.0,3.0,46,5,3,10,3,10,6,21,6,13.76013904982619,14.72868217054264,15.00176491351924,15.51246537396122,15.57632398753894,8,53,3,14:30,4,a,k,sonbahar,1,0,1,1,0,0,0,0,0,0,0,0,0,0
TRENDSETTER(1) KG  DB  SK  ,174112,10/10/2017,Diyarbakır,3. Koşu:14:30,D.KORKMAZ,D.KORKMAZ,True,1,8y a a,129.25,5.5,550,5,6.0,7,60,73,5,8,8,9,21,5.0,6.0,7.0,5.0,4.0,76,11,12,7,5,14,15,9,6,14.70019342359768,14.77832512315271,14.4,14.446227929374,14.12030499858797,5,73,3,14:30,8,a,a,sonbahar,1,0,1,1,0,0,0,0,0,0,0,0,0,0
TOYGAR(1) SK  ,174124,10/10/2017,Kocaeli,3. Koşu:18:00,D.AYDOĞAN,U.BARLIK,False,0,4y d a,123.28,4.9,490,3,11.0,6,66,86,8,8,9,9,25,8.0,3.0,10.0,3.0,5.0,38,5,4,7,4,13,10,18,10,,15.4120700843608,15.5393800605218,15.59489955049995,15.34212948757287,3,86,3,18:00,4,d,a,sonbahar,0,0,0,1,0,0,0,0,0,0,0,0,0,0
BERKSOYHAN(8),174177,09/10/2017,Adana,4. Koşu:19:00,H.KILIÇARSLAN,H.KILIÇARSLAN,True,1,4y k a,125.92,15.1,1510,9,2.0,9,30,33,7,8,9,10,24,9.0,10.0,7.0,11.0,8.0,20,1,1,0,3,5,5,0,15,13.50063532401525,14.9049807477332,14.53136352627755,13.77600220416035,13.62300136230014,9,33,4,19:00,4,k,a,sonbahar,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KARAKAN GÜZELİ(5) KG  K  ,174187,10/10/2017,Diyarbakır,1. Koşu:13:30,M.F.ASLAN,M.F.ASLAN,True,1,3y a d,101.68,18.95,1895,11,1.0,7,60,33,8,9,8,10,25,11.0,12.0,11.0,8.0,12.0,8,0,0,0,0,0,0,0,0,11.80173092053501,11.32502831257078,10.17207764685937,10.90215317525211,12.27805062334719,11,33,1,13:30,3,a,d,sonbahar,1,1,0,0,0,0,0,0,0,0,0,0,0,0
BİRHAT(3) DB  SKG  SK  ,174188,10/10/2017,Diyarbakır,1. Koşu:13:30,R.YILDIRIM,R.YILDIRIM,True,1,3y k d,112.17,11.4,1140,12,1.0,6,66,26,4,6,6,7,16,12.0,9.0,10.0,10.0,14.0,7,0,0,0,0,0,0,0,0,10.69804760631185,11.97246333433104,13.34731623605682,12.86311501768678,13.46801346801347,12,26,1,13:30,3,k,d,sonbahar,0,0,1,1,1,0,0,0,0,0,0,0,0,0
ŞURA(11) SKG  SK  ,174192,10/10/2017,Diyarbakır,1. Koşu:13:30,H.POLAT,H.POLAT,True,1,3y d d,100.7,17.45,1745,10,1.0,8,53,40,7,9,9,10,25,10.0,12.0,10.0,10.0,11.0,5,0,0,0,0,0,0,0,0,11.91658391261172,13.3973428603327,12.06151371997186,12.03973111267182,13.8561729250381,10,40,1,13:30,3,d,d,sonbahar,0,0,0,1,1,0,0,0,0,0,0,0,0,0
MELİH DAYI(12) KG  K  DB  ,174214,09/10/2017,Adana,3. Koşu:18:30,SER.ÇELİK,SER.ÇELİK,True,1,4y a a,82.41,77.05,7705,12,0.0,13,0,8,2,4,3,3,9,12.0,14.0,10.0,15.0,12.0,7,0,0,0,0,0,0,0,0,14.56133964324718,13.69461019270273,13.13152256548483,13.22168356104011,13.76733208771757,12,8,3,18:30,4,a,a,sonbahar,1,1,1,0,0,0,0,0,0,0,0,0,0,0
